Date,Open,High,Low,Close,Volume
1962-01-02,5.0461,5.0461,4.98716,4.98716,593562.95523744
1962-01-03,4.98716,5.03292,4.98716,5.03292,445175.03427694
1962-01-04,5.03292,5.03292,4.98052,4.98052,399513.58667937
1962-01-05,4.97389,4.97389,4.87511,4.88166,559321.48056467
1962-01-08,4.88166,4.88166,4.75059,4.78972,833273.77139308
1962-01-09,4.81618,4.9082,4.81618,4.84867,753373.92313968
1962-01-10,4.85531,4.88166,4.85531,4.85531,456586.80982324
1962-01-11,4.86878,4.9082,4.86878,4.9082,490831.35851294
1962-01-12,4.92119,4.95417,4.92119,4.92119,673473.05021397
1962-01-15,4.93436,4.95417,4.93436,4.94099,388098.73711614
1962-01-16,4.93436,4.93436,4.88849,4.88849,388098.73711614
1962-01-17,4.86878,4.86878,4.79646,4.80954,639222.35349039
1962-01-18,4.82291,4.86878,4.82291,4.82291,570735.30545559
1962-01-19,4.82291,4.83598,4.77021,4.82955,616394.70370854
1962-01-22,4.82955,4.87511,4.81618,4.81618,422343.28580585
1962-01-23,4.81618,4.82291,4.76357,4.77021,570735.30545559
1962-01-24,4.77021,4.79646,4.74376,4.79646,627806.47925484
1962-01-25,4.79646,4.83598,4.73761,4.74376,490831.35851294
1962-01-26,4.74376,4.76357,4.71722,4.71722,376685.93689752
1962-01-29,4.71722,4.75059,4.63865,4.63865,890345.96986464
1962-01-30,4.63865,4.665,4.57971,4.57971,1130059.8600372
1962-01-31,4.62558,4.72405,4.62558,4.72405,1164299.2853654
1962-02-01,4.77635,4.84867,4.77635,4.83598,981665.79104283
1962-02-02,4.83598,4.86878,4.81618,4.86878,776199.5235769
1962-02-05,4.86878,4.86878,4.77635,4.80299,479416.50894971
1962-02-06,4.80299,4.81618,4.78972,4.80954,399513.58667937
1962-02-07,4.81618,4.84252,4.81618,4.81618,388098.73711614
1962-02-08,4.81618,4.84252,4.81618,4.81618,34243.524017394
1962-02-09,4.81618,4.85531,4.79646,4.85531,662058.20065073
1962-02-12,4.85531,4.89503,4.84867,4.85531,433762.23405833
1962-02-13,4.85531,4.86244,4.77635,4.77635,399513.58667937
1962-02-14,4.77635,4.79646,4.76357,4.77021,319612.71375366
1962-02-15,4.77021,4.77021,4.75059,4.75059,353855.21309874
1962-02-16,4.75059,4.77021,4.75059,4.75059,342436.26484626
1962-02-19,4.75059,4.77021,4.69145,4.6978,433762.23405833
1962-02-20,4.70423,4.72405,4.70423,4.70423,445175.03427694
1962-02-21,4.70423,4.73761,4.665,4.665,559321.48056467
1962-02-23,4.67174,4.69145,4.67174,4.68491,445175.03427694
1962-02-26,4.68491,4.68491,4.65847,4.665,456586.80982324
1962-02-27,4.665,4.70423,4.63865,4.67174,536491.7814382
1962-02-28,4.67174,4.68491,4.65202,4.68491,410933.55960417
1962-03-01,4.6978,4.73761,4.6978,4.73761,433762.23405833
1962-03-02,4.77635,4.80299,4.77635,4.77635,376685.93689752
1962-03-05,4.77635,4.77635,4.74376,4.76357,547909.70501838
1962-03-06,4.76357,4.78319,4.75059,4.76357,285365.09104702
1962-03-07,4.76357,4.78319,4.75059,4.78319,194049.36855807
1962-03-08,4.78319,4.78972,4.75059,4.78972,285365.09104702
1962-03-09,4.79646,4.82291,4.79646,4.82291,445175.03427694
1962-03-12,4.82291,4.83598,4.80299,4.81618,433762.23405833
1962-03-13,4.81618,4.81618,4.79646,4.81618,194049.36855807
1962-03-14,4.81618,4.82955,4.79646,4.80299,308201.96287968
1962-03-15,4.80299,4.82955,4.79646,4.79646,376685.93689752
1962-03-16,4.79646,4.81618,4.79646,4.81618,251123.61637425
1962-03-19,4.82955,4.84867,4.82955,4.82955,570735.30545559
1962-03-20,4.82291,4.82291,4.80299,4.80299,251123.61637425
1962-03-21,4.80299,4.81618,4.78972,4.80299,399513.58667937
1962-03-22,4.78972,4.78972,4.75059,4.75059,365268.01331735
1962-03-23,4.75703,4.77635,4.75703,4.77021,285365.09104702
1962-03-26,4.77021,4.78972,4.76357,4.77021,205463.19344899
1962-03-27,4.75703,4.75703,4.67174,4.67837,536491.7814382
1962-03-28,4.68491,4.71722,4.68491,4.70423,502246.20807618
1962-03-29,4.70423,4.72405,4.69145,4.69145,353855.21309874
1962-03-30,4.68491,4.68491,4.62558,4.64538,673473.05021397
1962-04-02,4.64538,4.64538,4.58605,4.58605,570735.30545559
1962-04-03,4.57971,4.57971,4.42171,4.46797,1392597.3013024
1962-04-04,4.46797,4.50749,4.44776,4.44776,993083.714623
1962-04-05,4.4748,4.54662,4.4748,4.54662,1392597.3013024
1962-04-06,4.54662,4.57971,4.50749,4.53999,662058.20065073
1962-04-09,4.53999,4.56653,4.50749,4.54662,34243.524017394
1962-04-10,4.54662,4.55961,4.52076,4.55961,399513.58667937
1962-04-11,4.55961,4.59952,4.50066,4.50066,810447.14628354
1962-04-12,4.50066,4.50749,4.45469,4.45469,616394.70370854
1962-04-13,4.45469,4.52076,4.44776,4.52076,958839.16593329
1962-04-16,4.52076,4.54662,4.46797,4.51393,776199.5235769
1962-04-17,4.51393,4.53355,4.49441,4.53355,456586.80982324
1962-04-18,4.53355,4.57288,4.52076,4.5271,650642.32641518
1962-04-19,4.5271,4.54662,4.50749,4.5271,593562.95523744
1962-04-23,4.5271,4.53355,4.50749,4.52076,479416.50894971
